imdbId,title,releaseYear,releaseDate,genre,writers,actors,directors,sequel,hitFlop,primary_genre,primary_actor,primary_director,hitFlop_label,genre_enc,actor_enc,director_enc
tt0118578,Albela,2001,20 Apr 2001,Romance,Honey Irani (screenplay) | Honey Irani (story) | Javed Siddiqui (dialogue),Govinda | Aishwarya Rai Bachchan | Jackie Shroff | Namrata Shirodkar,Deepak Sareen,0.0,2,Romance,Govinda,Deepak Sareen,Flop,15,150,153
tt0169102,Lagaan: Once Upon a Time in India,2001,08 May 2002,Adventure | Drama | Musical,Ashutosh Gowariker (story) | Ashutosh Gowariker (screenplay) | Kumar Dave (screenplay) | Sanjay Dayma (screenplay) | K.P. Saxena (dialogue),Aamir Khan | Gracy Singh | Rachel Shelley | Paul Blackthorne,Ashutosh Gowariker,0.0,6,Adventure,Aamir Khan,Ashutosh Gowariker,Hit,1,2,110
tt0187279,Meri Biwi Ka Jawab Nahin,2004,02 Jul 2004,Action | Comedy,,Akshay Kumar | Sridevi | Gulshan Grover | Laxmikant Berde,Pankaj Parashar | S.M. Iqbal,0.0,1,Action,Akshay Kumar,Pankaj Parashar,Flop,0,26,379
tt0222024,Hum Tumhare Hain Sanam,2002,24 May 2002,Drama | Romance,K.S. Adiyaman | Arun Kumar (assistant dialogue) | Ashok Mehta (assistant dialogue) | Reema Rakesh Nath (dialogue),Shah Rukh Khan | Madhuri Dixit | Salman Khan | Atul Agnihotri,K.S. Adiyaman,0.0,4,Drama,Shah Rukh Khan,K.S. Adiyaman,Average,7,414,254
tt0227194,One 2 Ka 4,2001,30 Mar 2001,Action | Comedy | Drama,Sanjay Chhel | Raaj Kumar Dahima (screenplay) | Manoj Lalwani (screenplay),Shah Rukh Khan | Juhi Chawla | Jackie Shroff | Nirmal Pandey,Shashilal K. Nair,0.0,1,Action,Shah Rukh Khan,Shashilal K. Nair,Flop,0,414,581
tt0238936,Devdas,2002,12 Jul 2002,Musical | Romance,Saratchandra Chatterjee (based on the novel by) | Prakash Kapadia (screenplay) | Sanjay Leela Bhansali (screenplay) | Prakash Kapadia (dialogue),Shah Rukh Khan | Madhuri Dixit | Aishwarya Rai Bachchan | Jackie Shroff,Sanjay Leela Bhansali,0.0,6,Musical,Shah Rukh Khan,Sanjay Leela Bhansali,Hit,13,414,548
tt0247911,Aap Mujhe Achche Lagne Lage,2002,19 Apr 2002,Action | Drama | Romance,Robin Bhatt (story) | Girish Dhamija (dialogue) | Sanjeev Duggal (story),Hrithik Roshan | Ameesha Patel | Kiran Kumar | Mukesh Tiwari,Vikram Bhatt,0.0,2,Action,Hrithik Roshan,Vikram Bhatt,Flop,0,171,682
tt0248126,Kabhi Khushi Kabhie Gham...,2001,14 Dec 2001,Drama | Musical | Romance,Karan Johar | Sheena Parikh (screenplay),Amitabh Bachchan | Jaya Bhaduri | Shah Rukh Khan | Kajol,Karan Johar,0.0,8,Drama,Amitabh Bachchan,Karan Johar,Hit,7,37,266
tt0248216,Na Tum Jaano Na Hum,2002,10 May 2002,Comedy | Drama | Musical,Pratibha Acharya (dialogue) | Arjun Sablok,Saif Ali Khan | Hrithik Roshan | Esha Deol | Alok Nath,Arjun Sablok,0.0,1,Comedy,Saif Ali Khan,Arjun Sablok,Flop,4,388,90
tt0248617,Yaadein...,2001,27 Jun 2001,Musical | Drama | Romance,Subhash Ghai (dialogue) | Subhash Ghai (screenplay) | Amrik Gill (dialogue) | Aatish Kapadia (screenplay) | Anuradha Tiwari (screenplay),Jackie Shroff | Hrithik Roshan | Kareena Kapoor | Amrish Puri,Subhash Ghai,0.0,2,Musical,Jackie Shroff,Subhash Ghai,Flop,13,185,618
tt0255713,Zubeidaa,2001,19 Jan 2001,Adventure | Biography | Drama,Khalid Mohamed (original story and screenplay) | Javed Siddiqui (dialogue),Karisma Kapoor | Rekha | Manoj Bajpayee | Rajit Kapoor,Shyam Benegal,0.0,1,Adventure,Karisma Kapoor,Shyam Benegal,Flop,1,215,599
tt0256692,Chori Chori Chupke Chupke,2001,09 Mar 2001,Drama | Musical | Romance,Shyam Goel (screenplay) | Javed Siddiqui (dialogue) | Neeraj Vora (story),Preity Zinta | Salman Khan | Rani Mukerji | Amrish Puri,Abbas Alibhai Burmawalla | Mastan Alibhai Burmawalla,0.0,5,Drama,Preity Zinta,Abbas Alibhai Burmawalla,Average,7,312,6
tt0265148,Main Prem Ki Diwani Hoon,2003,27 Jun 2003,Musical | Drama | Romance,Sooraj R. Barjatya,Hrithik Roshan | Kareena Kapoor | Abhishek Bachchan | Johnny Lever,Sooraj R. Barjatya,0.0,2,Musical,Hrithik Roshan,Sooraj R. Barjatya,Flop,13,171,612
tt0265452,Officer,2001,14 Mar 2001,Action | Crime | Drama,Naeem Sha (dialogue) | Naeem Sha (screenplay) | Naeem Sha (story),Sunil Shetty | Raveena Tandon | Danny Denzongpa | Sadashiv Amrapurkar,Naeem Sha,0.0,2,Action,Sunil Shetty,Naeem Sha,Flop,0,464,353
tt0267363,Chandni Bar,2001,28 Sep 2001,Crime | Drama,Mohan Azaad (dialogue) | Mohan Azaad (screenplay) | Madhur Bhandarkar | Masud Mirza (dialogue),Tabu | Atul Kulkarni | Rajpal Yadav | Shri Vallabh Vyas,Madhur Bhandarkar,0.0,5,Crime,Tabu,Madhur Bhandarkar,Average,5,476,300
tt0271604,Kuch Khatti Kuch Meethi,2001,19 Jan 2001,Drama | Family,,Kajol | Rishi Kapoor | Rati Agnihotri | Sunil Shetty,Rahul Rawail,0.0,2,Drama,Kajol,Rahul Rawail,Flop,7,206,427
tt0272543,Censor,2001,14 Feb 2001,Musical | Romance,Dev Anand,Dev Anand | Hema Malini | Shammi Kapoor | Rekha,Dev Anand,0.0,1,Musical,Dev Anand,Dev Anand,Flop,13,126,155
tt0272607,Farz,2001,12 Jan 2001,Action,,Sunny Deol | Preity Zinta | Jackie Shroff | Om Puri,Raj Kanwar,0.0,4,Action,Sunny Deol,Raj Kanwar,Average,0,465,428
tt0272735,Mujhe Meri Biwi Se Bachaao,2001,18 Jun 2001,Comedy | Musical | Family,Harry Baweja (story) | Anees Bazmee (screenplay) | Imtiaz Patel (dialogue),Rekha | Naseeruddin Shah | Arshad Warsi | Suman Ranganathan,Harry Baweja,0.0,1,Comedy,Rekha,Harry Baweja,Flop,4,364,201
tt0272736,Mujhse Dosti Karoge!,2002,09 Aug 2002,Musical | Romance | Drama,Aditya Chopra | Kunal Kohli,Rani Mukerji | Hrithik Roshan | Kareena Kapoor | Uday Chopra,Kunal Kohli,0.0,2,Musical,Rani Mukerji,Kunal Kohli,Flop,13,354,288
tt0273164,Daman: A Victim of Marital Violence,2001,04 May 2001,Drama | Family,Kalpana Lajmi,Raveena Tandon | Sayaji Shinde | Sanjay Suri | Raima Sen,Kalpana Lajmi,0.0,1,Drama,Raveena Tandon,Kalpana Lajmi,Flop,7,361,261
tt0273406,Aashiq,2001,26 Jan 2001,Action | Comedy | Drama,Rajeev Kaul,Bobby Deol | Rahul Dev | Dinesh Hingoo | Vrajesh Hirjee,Indra Kumar,0.0,3,Action,Bobby Deol,Indra Kumar,Average,0,102,217
tt0273535,Dil Ne Phir Yaad Kiya,2001,,Drama | Musical | Romance,,Sadashiv Amrapurkar | Vinay Anand | Pooja Batra | Govinda,Rajat Rawail,0.0,1,Drama,Sadashiv Amrapurkar,Rajat Rawail,Flop,7,383,441
tt0274019,Pyaar Diwana Hota Hai,2002,26 Apr 2002,Romance,S.M. Ahale (screenplay) | Shashi (story) | Javed Siddiqui (dialogue),Rani Mukerji | Govinda | Om Puri | Laxmikant Berde,Kirti Kumar,0.0,1,Romance,Rani Mukerji,Kirti Kumar,Flop,15,354,277
tt0275381,Grahan,2001,16 Feb 2001,Drama | Romance,,Jackie Shroff | Manisha Koirala | Anupama Verma | Prasad Purandhare,Shashilal K. Nair,0.0,1,Drama,Jackie Shroff,Shashilal K. Nair,Flop,7,185,581
tt0277981,Rahul,2001,23 Mar 2001,Drama,Farhan (dialogue) | Farhan (screenplay) | Anuradha Tiwari (screenplay),Neha | Rajeshwari Sachdev | Gulshan Grover | Nina Kulkarni,Prakash Jha,0.0,1,Drama,Neha,Prakash Jha,Flop,7,290,397
tt0278291,Ajnabee,2001,21 Sep 2001,Crime | Mystery | Thriller,Robin Bhatt (screenplay) | Sanjeev Duggal (screenplay) | Shyam Goel (dialogue) | Shyam Goel (screenplay) | Neeraj Vora (screenplay) | Neeraj Vora (story),Akshay Kumar | Bobby Deol | Kareena Kapoor | Bipasha Basu,Abbas Alibhai Burmawalla | Mastan Alibhai Burmawalla,0.0,4,Crime,Akshay Kumar,Abbas Alibhai Burmawalla,Average,5,26,6
tt0278522,Jodi No.1,2001,13 Apr 2001,Comedy,Rumi Jaffery (dialogue) | Imtiaz Patel (screenplay) | Yunus Sajawal (screenplay),Sanjay Dutt | Govinda | Twinkle Khanna | Monica Bedi,David Dhawan,0.0,6,Comedy,Sanjay Dutt,David Dhawan,Hit,4,399,145
tt0279021,Chhupa Rustam: A Musical Thriller,2001,25 Apr 2001,Crime | Drama | Romance,Rajeev Kaul,Tinnu Anand | Raj Babbar | Laxmikant Berde | Avtar Gill,Aziz Sejawal,0.0,3,Crime,Tinnu Anand,Aziz Sejawal,Average,5,482,120
tt0280720,The Guru,2002,14 Feb 2003,Comedy | Fantasy | Music,Tracey Jackson,Jimi Mistry | Heather Graham | Marisa Tomei | Michael McKean,Daisy von Scherler Mayer,0.0,1,Comedy,Jimi Mistry,Daisy von Scherler Mayer,Flop,4,196,141
tt0281102,Pyaar Tune Kya Kiya...,2001,27 Apr 2001,Thriller,Rajat Mukherjee (screenplay),Fardeen Khan | Ravi Baswani | Kannu Gill | Sonali Kulkarni,Rajat Mukherjee,0.0,3,Thriller,Fardeen Khan,Rajat Mukherjee,Average,19,139,440
tt0283911,Bas Itna Sa Khwaab Hai...,2001,06 Jul 2001,Romance,Mona Alvi (lyrics) | Goldie Behl (screenplay) | Goldie Behl (story) | Shrishti Behl | Manu Chopra | Tigmanshu Dhulia (dialogue) | Nida Fazli (lyrics) | Dev Kohli (lyrics) | Shyam Raj (lyrics),Rani Mukerji | Abhishek Bachchan | Sushmita Sen | Jackie Shroff,Goldie Behl,0.0,1,Romance,Rani Mukerji,Goldie Behl,Flop,15,354,188
tt0284137,Gadar: Ek Prem Katha,2001,15 Jun 2001,Action | Drama | Romance,Shaktimaan Talwar,Sunny Deol | Ameesha Patel | Amrish Puri | Lillete Dubey,Anil Sharma,0.0,9,Action,Sunny Deol,Anil Sharma,Hit,0,465,68
tt0284328,Mujhe Kucch Kehna Hai,2001,25 May 2001,Romance,Rumi Jaffery (story) | A. Karunakaran (story),Tusshar Kapoor | Kareena Kapoor | Amrish Puri | Rinke Khanna,Satish Kaushik,0.0,7,Romance,Tusshar Kapoor,Satish Kaushik,Hit,15,485,559
tt0285319,Paagalpan,2001,08 Jun 2001,Romance,Joy Augustine (story),Karan Nath | Aarti Agarwal | Vilas Ujawane | Bharat Dabholkar,Joy Augustine,0.0,1,Romance,Karan Nath,Joy Augustine,Flop,15,213,244
tt0287537,Love Ke Liye Kuch Bhi Karega,2001,29 Jun 2001,Comedy | Crime | Romance,Rajnish Thakur,Saif Ali Khan | Fardeen Khan | Aftab Shivdasani | Sonali Bendre,Eeshwar Nivas,0.0,2,Comedy,Saif Ali Khan,Eeshwar Nivas,Flop,4,388,168
tt0288273,Uljhan,2001,04 May 2001,Drama,Sayed Sultan,Puru Rajkumar | Dipti Bhatnagar | Kanchan | Laxmikant Berde,Rajan Johri,0.0,1,Drama,Puru Rajkumar,Rajan Johri,Flop,7,320,438
tt0289845,Aks,2001,13 Jul 2001,Thriller | Mystery,Renzil D'Silva (story) | Rakeysh Omprakash Mehra (screenplay) | Rakeysh Omprakash Mehra (story) | Kamlesh Pandey (dialogue) | Kamlesh Pandey (script),Amitabh Bachchan | Raveena Tandon | Manoj Bajpayee | Nandita Das,Rakeysh Omprakash Mehra,0.0,2,Thriller,Amitabh Bachchan,Rakeysh Omprakash Mehra,Flop,19,37,472
tt0290326,Tum Bin...: Love Will Find a Way,2001,13 Jul 2001,Drama | Romance,Shashank Dabral (screenplay) | Anubhav Sinha (dialogue),Priyanshu Chatterjee | Himanshu Malik | Sandali Sinha | Raqesh Vashisth,Anubhav Sinha,0.0,4,Drama,Priyanshu Chatterjee,Anubhav Sinha,Average,7,316,74
tt0291376,Nayak: The Real Hero,2001,07 Sep 2001,Drama | Action,Anurag Kashyap (dialogue) | S. Shankar (story),Anil Kapoor | Rani Mukerji | Amrish Puri | Johnny Lever,S. Shankar,0.0,2,Drama,Anil Kapoor,S. Shankar,Flop,7,45,509
tt0292490,Dil Chahta Hai,2001,24 Jul 2001,Comedy | Drama,Farhan Akhtar (story) | Kassim Jagmagia (story),Aamir Khan | Saif Ali Khan | Akshaye Khanna | Preity Zinta,Farhan Akhtar,0.0,4,Comedy,Aamir Khan,Farhan Akhtar,Average,4,2,171
tt0292552,Hum Ho Gaye Aap Ke,2001,03 Aug 2001,Musical,Sunil Kumar Agrawal (dialogue) | Ahathian (screenplay) | Ahathian (story),Fardeen Khan | Reema Sen | Apoorva Agnihotri | Suman Ranganathan,Ahathian | Sunil Kumar Agrawal,0.0,1,Musical,Fardeen Khan,Ahathian,Flop,13,139,23
tt0292740,Yeh Raaste Hain Pyaar Ke,2001,10 Aug 2001,Romance |Drama,Robin Bhatt | Deepak S. Shivdasani,Ajay Devgn | Madhuri Dixit | Preity Zinta | Vikram Gokhale,Deepak S. Shivdasani,0.0,2,Romance,Ajay Devgn,Deepak S. Shivdasani,Flop,15,19,152
tt0293342,Lajja,2001,19 Sep 2001,Drama | Musical | Crime,Ranjit Kapoor (dialogue) | Ashok Rawat (associate script) | Rajkumar Santoshi (dialogue) | Rajkumar Santoshi (screenplay) | Rajkumar Santoshi (story),Rekha | Anil Kapoor | Jackie Shroff | Madhuri Dixit,Rajkumar Santoshi,0.0,2,Drama,Rekha,Rajkumar Santoshi,Flop,7,364,463
tt0294662,Kaante,2002,20 Dec 2002,Action | Crime | Drama,Sanjay Gupta | Vinay | Yash | Milap Zaveri (dialogue),Amitabh Bachchan | Sanjay Dutt | Sunil Shetty | Mahesh Manjrekar,Sanjay Gupta,0.0,3,Action,Amitabh Bachchan,Sanjay Gupta,Average,0,37,545
tt0295603,Shirdi Sai Baba,2001,07 Sep 2001,Drama | Mystery,Pandurang Dixit | Vikas Kapoor (story),Sudhir Dalvi | Dharmendra | Vikram Gokhale | Rohini Hattangadi,Deepak Balraj Vij,0.0,1,Drama,Sudhir Dalvi,Deepak Balraj Vij,Flop,7,457,149
tt0296535,Bollywood Bound,2003,14 Jan 2003,Documentary,,Neeru Bajwa | Ruby Bhatia | Vekeana Dhillon | Vikram Dhillon,Nisha Pahuja,0.0,1,Documentary,Neeru Bajwa,Nisha Pahuja,Flop,6,288,366
tt0296574,Company,2002,15 Apr 2002,Action | Crime | Thriller,Jaideep Sahni,Ajay Devgn | Mohanlal | Manisha Koirala | Seema Biswas,Ram Gopal Varma,0.0,4,Action,Ajay Devgn,Ram Gopal Varma,Average,0,19,473
tt0297983,Ittefaq,2001,14 Sep 2001,Action | Drama | Thriller,Imtiaz Patel (screenplay) | Imtiaz Patel (story) | Yunus Sajawal (screenplay) | Yunus Sajawal (story) | Sameer (lyrics),Sunil Shetty | Mukul Dev | Pooja Batra | Anupama Verma,Sanjay Khanna,0.0,1,Action,Sunil Shetty,Sanjay Khanna,Flop,0,464,547
tt0298606,Yeh Teraa Ghar Yeh Meraa Ghar,2001,12 Oct 2001,Comedy | Drama,Priyadarshan (story) | Neeraj Vora (dialogue) | Neeraj Vora (screenplay),Sunil Shetty | Mahima Chaudhry | Paresh Rawal | Saurabh Shukla,Priyadarshan,0.0,2,Comedy,Sunil Shetty,Priyadarshan,Flop,4,464,410
tt0298607,Yeh Zindagi Ka Safar,2001,16 Nov 2001,Drama,Gajra Kottary,Ameesha Patel | Jimmy Shergill | Nafisa Ali | Gulshan Grover,Tanuja Chandra,0.0,1,Drama,Ameesha Patel,Tanuja Chandra,Flop,7,35,646
tt0299108,Rehnaa Hai Terre Dil Mein,2001,19 Oct 2001,Musical,Gautham Menon (story) | Vipul D. Shah (dialogue) | Vipul D. Shah (story),Madhavan | Saif Ali Khan | Dia Mirza | Vrajesh Hirjee,Gautham Menon,0.0,2,Musical,Madhavan,Gautham Menon,Flop,13,235,184
tt0300028,Indian,2001,26 Oct 2001,Action | Crime | Drama,Sanjay Masoom (dialogue),Malaika Arora | Raj Babbar | Rana Jung Bahadur | Balwant Bansal,N. Maharajan,0.0,6,Action,Malaika Arora,N. Maharajan,Hit,0,242,351
tt0301179,Deewaanapan,2001,16 Nov 2001,Romance |Drama,Rajesh Singh (dialogue script),Arjun Rampal | Dia Mirza | Vinod Khanna | Om Puri,Ashu Trikha,0.0,2,Romance,Arjun Rampal,Ashu Trikha,Flop,15,61,109
tt0301240,Moksha: Salvation,2001,30 Nov 2001,Drama | Thriller,Hriday Lani (dialogues) | Raj Marbros (screenplay) | Ashok Mehta (story),Arjun Rampal | Manisha Koirala | Kalpana Pandit | Suresh Oberoi,Ashok Mehta,0.0,1,Drama,Arjun Rampal,Ashok Mehta,Flop,7,61,106
tt0301250,Tera Mera Saath Rahen,2001,07 Nov 2001,Drama,Deepak Kulkarni (dialogue) | Mahesh Manjrekar (screenplay) | Sameer (lyrics),Ajay Devgn | Sonali Bendre | Namrata Shirodkar | Prem Chopra,Mahesh Manjrekar,0.0,1,Drama,Ajay Devgn,Mahesh Manjrekar,Flop,7,19,304
tt0302524,Ehsaas: The Feeling,2001,30 Nov 2001,Drama,Deepak Kulkarni,Anand Raj Anand | Sunidhi Chauhan | Nagesh Haldankar | Shakti Kapoor,Mahesh Manjrekar,0.0,1,Drama,Anand Raj Anand,Mahesh Manjrekar,Flop,7,42,304
tt0303187,Veer Savarkar,2001,,Biography | Drama,Ved Rahi,Shailendra Gaur | Pankaj Berry | Tom Alter | Hemant Birje,Ved Rahi,0.0,1,Biography,Shailendra Gaur,Ved Rahi,Flop,3,419,668
tt0305173,Aamdani Atthanni Kharcha Rupaiya,2001,21 Dec 2001,Comedy,Anwar Khan (dialogue) | V. Shekhar (story),Govinda | Juhi Chawla | Tabu | Chandrachur Singh,K. Raghavendra Rao | A.S. Ravindra Babu,0.0,3,Comedy,Govinda,K. Raghavendra Rao,Average,4,150,249
tt0305455,Pitaah,2002,04 Jan 2002,Action | Drama,Ravi Shankar Jaiswal (additional dialogue) | Mahesh Manjrekar | K.K. Singh (dialogue) | Teja (screenplay) | Teja (story),Sanjay Dutt | Nandita Das | Sachin Khedekar | Tanvi Hegde,Mahesh Manjrekar,0.0,2,Action,Sanjay Dutt,Mahesh Manjrekar,Flop,0,399,304
tt0306434,Aankhen,2002,27 Mar 2002,Comedy | Thriller | Crime,Shobhana Desai (play) | Aatish Kapadia (screenplay) | Aatish Kapadia (story) | Aatish Kapadia | Vipul Amrutlal Shah (screenplay) | Vipul Amrutlal Shah (story),Amitabh Bachchan | Akshay Kumar | Sushmita Sen | Arjun Rampal,Vipul Amrutlal Shah,0.0,4,Comedy,Amitabh Bachchan,Vipul Amrutlal Shah,Average,4,37,695
tt0306840,Koi Mere Dil Se Poochhe,2002,11 Jan 2002,Musical | Romance | Thriller,,Jaya Bhaduri | Aftab Shivdasani | Sanjay Kapoor | Juliet Alburque,Vinay Shukla,0.0,2,Musical,Jaya Bhaduri,Vinay Shukla,Flop,13,193,689
tt0306855,Style,2001,28 Dec 2001,Musical | Comedy,N. Chandra,Sharman Joshi | Sahil Khan | Riya Sen | Shillpi Sharma,N. Chandra,0.0,5,Musical,Sharman Joshi,N. Chandra,Average,13,421,350
tt0307116,Maa Tujhhe Salaam,2002,25 Jan 2002,Action | Drama,Ravi Shankar Jaiswal (additional dialogue) | Tinnu Verma (story),Sunny Deol | Tabu | Arbaaz Khan | Tinnu Verma,Tinnu Verma,0.0,3,Action,Sunny Deol,Tinnu Verma,Average,0,465,655
tt0307682,Yeh Dil Aashiqanaa,2002,,Action | Romance,,Jividha Sharma | Mohan Azaad | Arun Bakshi | Rajat Bedi,Sandesh Kohli,0.0,4,Action,Jividha Sharma,Sandesh Kohli,Average,0,198,536
tt0307866,Filhaal...,2002,01 Feb 2002,Drama,Meghna Gulzar,Tabu | Sushmita Sen | Sanjay Suri | Palash Sen,Meghna Gulzar,0.0,1,Drama,Tabu,Meghna Gulzar,Flop,7,476,335
tt0308347,Haan Maine Bhi Pyaar Kiya,2002,15 Feb 2002,Musical | Romance,Dharmesh Darshan (dialogue) | Dharmesh Darshan (screenplay) | Naseem Mukri (dialogue) | Raj Sinha (dialogue) | Raj Sinha (screenplay) | Raj Sinha (story),Akshay Kumar | Karisma Kapoor | Abhishek Bachchan | Kader Khan,Dharmesh Darshan,0.0,2,Musical,Akshay Kumar,Dharmesh Darshan,Flop,13,26,159
tt0309087,Yeh Mohabbat Hai,2002,08 Feb 2002,Action | Romance,Usmon Azim (screenplay) | Rafiq Talukdar (screenplay) | Milap Zaveri (dialogue),Akanksha Malhotra | Rahul Bhat | Nasir Khan | Pinky Campbell,Umesh Mehra,0.0,1,Action,Akanksha Malhotra,Umesh Mehra,Flop,0,23,659
tt0310254,Tumko Na Bhool Paayenge,2002,24 Feb 2002,Action | Drama | Mystery,Rumi Jaffery,Salman Khan | Sushmita Sen | Dia Mirza | Sharat Saxena,Pankaj Parashar,0.0,2,Action,Salman Khan,Pankaj Parashar,Flop,0,390,379
tt0311411,Kranti,2002,27 Mar 2002,Drama,Sanjay Masoom (dialogue),Vinod Khanna | Bobby Deol | Ameesha Patel | Rati Agnihotri,Naresh Malhotra,0.0,2,Drama,Vinod Khanna,Naresh Malhotra,Flop,7,508,356
tt0312664,Escape from Taliban,2003,14 Feb 2003,Drama | Thriller | War,Sushmita Banerjee (book) | Ujjwal Chatterjee (screenplay) | Shubhrajyoti (dialogue),Manisha Koirala | Nawab Shah | Vineeta Malik | Prithvi Zutshi,Ujjwal Chatterjee,0.0,1,Drama,Manisha Koirala,Ujjwal Chatterjee,Flop,7,249,656
tt0312883,Kya Yehi Pyaar Hai,2002,10 Apr 2002,Comedy | Musical | Romance,Javed Siddiqui,Jackie Shroff | Aftab Shivdasani | Ameesha Patel | Anupama Verma,K. Muralimohana Rao,0.0,4,Comedy,Jackie Shroff,K. Muralimohana Rao,Average,4,185,248
tt0313395,Kitne Door... Kitne Paas,2002,01 May 2002,Comedy | Romance,Mehul Kumar (screenplay) | Mehul Kumar (story) | Imtiaz Patel (dialogue) | Imtiaz Patel (screenplay) | Yunus Sajawal (dialogue) | Yunus Sajawal (screenplay),Fardeen Khan | Amrita Arora | Satish Shah | Tiku Talsania,Mehul Kumar,0.0,1,Comedy,Fardeen Khan,Mehul Kumar,Flop,4,139,336
tt0313743,Vadh,2002,29 Mar 2002,Mystery | Thriller,,Nana Patekar | Anupama Verma | Puru Rajkumar | Nakhul,Nana Patekar,0.0,1,Mystery,Nana Patekar,Nana Patekar,Flop,14,276,355
tt0313844,16 December,2002,22 Mar 2002,Action | Drama | Mystery,Mani Shankar (dialogue) | Mani Shankar (screenplay) | Mani Shankar (story),Danny Denzongpa | Gulshan Grover | Milind Soman | Dipannita Sharma,Mani Shankar,0.0,4,Action,Danny Denzongpa,Mani Shankar,Average,0,116,314
tt0314006,Dum,2003,24 Jan 2003,Crime,Mehran (dialogue) | Mehran (screenplay) | Eeshwar Nivas (screenplay) | Bunty Soorma (story),Vivek Oberoi | Dia Mirza | Atul Kulkarni | Mukesh Rishi,Eeshwar Nivas,0.0,2,Crime,Vivek Oberoi,Eeshwar Nivas,Flop,5,512,168
tt0314008,Durga,2002,"28 Feb,2002",Action |Crime,,J.D. Chakravarthi | Snehal Dabi | Jayaprakash | Priyanka,J.D. Chakravarthi,0.0,1,Action,J.D. Chakravarthi,J.D. Chakravarthi,Flop,0,184,223
tt0314186,Humko Tumse Pyaar Hai,2006,24 Feb 2006,Romance | Thriller,Ashok Roy (screenplay) | Javed Siddiqui (dialogue) | Bunty Soorma (story),Arjun Rampal | Ameesha Patel | Bobby Deol | Achint Kaur,Bunty Soorma,0.0,1,Romance,Arjun Rampal,Bunty Soorma,Flop,15,61,130
tt0315632,Road,2002,27 Sep 2002,Thriller,Rajnish Thakur,Manoj Bajpayee | Vivek Oberoi | Antara Mali | Sayaji Shinde,Rajat Mukherjee,0.0,3,Thriller,Manoj Bajpayee,Rajat Mukherjee,Average,19,251,440
tt0315767,Angaar: The Fire,2002,,Action,,Vinay Anand | Rana Jung Bahadur | Rajat Bedi | Sanober Kabir,Ajay Kashyap,0.0,1,Action,Vinay Anand,Ajay Kashyap,Flop,0,505,30
tt0315777,Ansh: The Deadly Part,2002,02 Apr 2002,Musical | Action,Rajan Johri (dialogue) | Rajan Johri (screenplay) | Rajan Johri (story),Om Puri | Ashutosh Rana | Abbas | Sharbani Mukherji,Rajan Johri,0.0,1,Musical,Om Puri,Rajan Johri,Flop,13,299,438
tt0316154,Lal Salaam,2002,03 May 2002,Musical | Action | Drama,Suresh Dwadeshiwar (story) | Arshad Jamal,Nandita Das | Sharad S. Kapoor | Makrand Deshpande | Vijay Raaz,Gaganvihari Borate,0.0,1,Musical,Nandita Das,Gaganvihari Borate,Flop,13,277,178
tt0316911,Yeh Kaisi Mohabbat,2002,31 May 2002,Musical | Drama | Romance,Y.N. Kapoor,Krishna Abhishek | Viveka Babajee | Sheeba Bhakri | Deeksha,Dinkar Kapur,0.0,1,Musical,Krishna Abhishek,Dinkar Kapur,Flop,13,228,166
tt0317811,Kasam,2001,20 Nov 2001,Adventure | Drama | Crime,Madan Joshi (dialogue) | Jyothika Mittra (idea) | Faiz Saleem (screenplay),Naseeruddin Shah | Sunny Deol | Chunky Pandey | Neelam,Shibu Mitra,0.0,2,Adventure,Naseeruddin Shah,Shibu Mitra,Flop,1,281,585
tt0319020,Awara Paagal Deewana,2002,21 Jun 2002,Action | Comedy | Crime,Anand S. Vardhan (story) | Mangesh Kulkarni (story) | Anand S. Vardhan (screenplay) | Mangesh Kulkarni (screenplay) | Neeraj Vora (dialogue),Akshay Kumar | Sunil Shetty | Aftab Shivdasani | Preeti Jhangiani,Vikram Bhatt,0.0,4,Action,Akshay Kumar,Vikram Bhatt,Average,0,26,682
tt0319736,The Legend of Bhagat Singh,2002,07 Jun 2002,Biography | Drama | History,Ranjit Kapoor (additional dialogue) | Piyush Mishra (Hindi dialogue) | Anjum Rajabali (English dialogue) | Anjum Rajabali (screenplay) | Rajkumar Santoshi (additional dialogue),Ajay Devgn | Sushant Singh | D. Santosh | Akhilendra Mishra,Rajkumar Santoshi,0.0,1,Biography,Ajay Devgn,Rajkumar Santoshi,Flop,3,19,463
tt0321067,Ab Ke Baras,2002,10 May 2002,Adventure | Fantasy | Thriller,Robin Bhatt (screenplay) | Sutanu Gupta (screenplay) | Ravi Rai (dialogue),Arya Babbar | Amrita Rao | Ashutosh Rana | Shakti Kapoor,Raj Kanwar,0.0,2,Adventure,Arya Babbar,Raj Kanwar,Flop,1,69,428
tt0322653,Mere Yaar Ki Shaadi Hai,2002,07 Jun 2002,Comedy | Drama | Musical,Sanjay Gadhvi | Mayur Puri (dialogue) | Mayur Puri (screenplay),Uday Chopra | Tulip Joshi | Jimmy Shergill | Bipasha Basu,Sanjay Gadhvi,0.0,5,Comedy,Uday Chopra,Sanjay Gadhvi,Average,4,486,543
